id,Unnamed: 0,price,bedrooms,bathrooms,sqft_living,sqft_above,sqft_basement,sqft_living15,grade,view,waterfront,floors,lat,long
5128202429,25,539287,4,1.18,2872,2658,214,2787,2,0,0,1.5,47.319698,-121.683447
7612927342,26,288706,4,3.11,934,662,272,582,8,0,0,1.0,47.431003,-122.149719
3520077079,27,459447,3,2.79,1365,1094,271,1234,10,0,0,1.0,47.348327,-122.044544
9440707288,28,254804,4,2.9,1221,1049,172,1030,7,0,0,1.0,47.448725,-122.027401
2272485020,29,512953,4,1.5,1642,1398,244,1685,6,0,0,1.0,47.256837,-121.885513
1067157848,30,845562,4,2.56,2338,1557,781,2119,11,0,0,1.0,47.698948,-121.536423
4055190407,31,389439,4,0.5,1647,1367,280,1467,4,0,0,1.0,47.693875,-122.347556
3602578298,32,710984,1,1.67,3533,3388,145,3443,2,0,0,1.0,47.342323,-121.524864
4978431977,33,239675,4,1.56,1140,601,539,1163,4,0,0,1.0,47.180839,-122.375507
4929721883,34,391627,3,1.8,2214,1187,1027,2188,3,0,0,1.0,47.494645,-122.294768
5704750624,35,239974,6,2.09,1169,1082,87,1321,3,0,0,1.0,47.554857,-121.679874
2644658402,36,286130,3,1.86,808,647,161,540,12,0,0,1.0,47.162109,-121.921836
5173471662,37,1302819,3,1.1,3571,1834,1737,4195,12,0,0,2.0,47.268987,-121.825731
8941024386,38,561365,7,1.4,1304,1151,153,1312,12,0,0,2.0,47.71931,-121.989093
4099804676,39,123920,2,2.41,936,517,419,672,3,0,0,1.0,47.708361,-121.784223
6308514806,40,210586,2,2.28,1127,1036,91,955,3,0,0,1.0,47.233226,-122.0193
9763595546,41,1057672,4,3.27,2540,1883,657,1995,12,3,0,1.0,47.11679,-121.631151
4052273870,42,1105281,3,2.25,3097,1999,1098,3190,12,0,0,1.0,47.118878,-121.802848
7181903227,43,1351652,3,3.19,3525,2851,674,4220,12,2,0,1.0,47.788532,-121.867839
1866377394,44,344262,5,0.84,1171,687,484,1312,10,0,0,2.5,47.607783,-121.506899
5893391332,45,538729,3,2.47,1350,1038,312,1508,11,0,0,2.5,47.20194,-122.008006
3318599822,46,625639,2,2.61,1682,1253,429,1424,10,0,0,2.0,47.101856,-122.442676
9076547867,47,264777,3,2.39,747,463,284,643,7,0,0,3.0,47.55575,-122.402772
7976547497,48,333966,2,1.04,1723,1436,287,1244,3,0,0,1.5,47.721109,-121.779661
2269737021,49,547157,3,2.25,1341,905,436,1103,13,0,0,2.0,47.150334,-122.451264
1453094388,50,813421,2,1.71,4025,3724,301,3933,2,0,0,1.0,47.649559,-121.764081
7255768347,51,419884,5,2.46,1150,623,527,1270,12,0,0,1.5,47.331594,-122.33779
9088627133,52,608362,3,1.93,1455,1287,168,924,11,0,0,1.0,47.304136,-122.498693
5819331062,53,1018369,2,1.54,4195,3015,1180,4898,5,0,0,2.0,47.142334,-122.36656
2168799104,54,463686,3,3.83,978,641,337,729,12,2,0,1.0,47.335131,-122.169956
3781807898,55,679393,3,1.41,1657,1606,51,1193,11,0,0,1.5,47.786401,-121.944196
5297202296,56,431545,3,2.22,2244,1346,898,1882,1,0,0,2.0,47.776361,-121.733665
2309025538,57,360598,3,2.44,1103,784,319,1083,7,0,0,2.0,47.41959,-121.830291
3082328893,58,882937,5,1.77,2500,1830,670,2353,9,0,0,1.0,47.618616,-122.300843
3973990112,59,549784,3,2.91,1290,836,454,969,13,0,0,1.0,47.767477,-121.509294
6234552479,60,384438,3,2.69,1442,785,657,1694,8,0,0,2.0,47.640368,-121.98142
2734463155,61,102034,4,0.65,510,485,25,488,2,3,0,1.0,47.507935,-122.01375
1278710077,62,405315,3,2.5,1635,1548,87,1787,6,0,0,1.0,47.41417,-122.220778
2090558393,63,368271,2,3.42,934,760,174,1073,13,0,0,1.5,47.335938,-122.338823
8285571366,64,195749,2,1.39,866,573,293,727,6,0,0,1.0,47.244526,-121.624983
8354146178,65,703588,6,0.9,2380,1937,443,1758,6,0,0,1.0,47.765963,-122.490076
1636028516,66,511321,6,1.76,1937,1902,35,1906,8,0,0,2.0,47.401914,-122.073059
5285262775,67,264991,2,1.97,782,736,46,627,12,0,0,1.0,47.788918,-121.955478
2145815738,68,196224,3,2.03,672,391,281,558,10,2,0,2.0,47.645522,-122.459354
5194529281,69,62450,2,2.84,469,425,44,320,7,0,0,2.0,47.679246,-122.309041
7060357851,70,816977,4,1.44,3098,2784,314,3383,5,2,0,1.0,47.734247,-122.442578
5436919126,71,63728,2,2.42,300,287,13,320,13,0,0,1.0,47.72746,-121.512927
2482069727,72,314604,1,2.62,1812,949,863,1780,1,0,0,2.0,47.745105,-121.793974
3724518272,73,315410,4,2.08,670,591,79,555,12,0,0,2.0,47.622012,-121.793626
7575313972,74,938666,3,1.5,2711,2095,616,3203,10,0,0,2.5,47.706972,-121.678261
7007905237,75,472232,2,1.07,2573,1978,595,2098,1,0,0,1.0,47.627046,-121.690487
1647326920,76,326761,4,0.77,921,621,300,894,9,0,0,2.0,47.220588,-122.370092
8283460559,77,402776,4,0.82,1041,929,112,717,11,0,0,2.0,47.638736,-121.602134
4686622978,78,408034,4,0.71,1384,985,399,947,4,0,0,1.5,47.737273,-122.362651
2707558823,79,138978,5,3.22,1022,693,329,1199,1,0,0,1.0,47.10556,-121.564352
8892904807,80,911362,3,1.86,2612,2560,52,2707,11,0,0,2.5,47.197284,-122.465771
3902066954,81,434689,2,3.63,1499,1096,403,922,4,0,0,1.5,47.61558,-121.834745
1897955761,82,1000068,2,2.29,2619,2347,272,2574,12,0,0,1.0,47.213846,-122.372365
8283338537,83,358262,3,0.77,1314,748,566,825,6,1,0,1.0,47.143542,-121.683164
9513348207,84,674991,2,1.84,3547,3085,462,3712,2,0,0,1.0,47.161819,-122.086979
3218934259,85,311398,3,2.5,589,492,97,372,12,0,0,2.5,47.550309,-122.053306
9573844352,86,276059,1,2.25,1141,861,280,936,5,0,0,1.0,47.518122,-122.08053
4790894239,87,816318,3,1.65,2215,1259,956,1830,12,3,0,2.0,47.690342,-122.004534
2197743336,88,143153,2,2.71,910,509,401,869,1,0,0,2.5,47.317274,-122.465894
8168249959,89,296466,3,1.16,739,619,120,537,8,0,0,3.0,47.622413,-121.731154
9332809688,90,199345,4,2.14,524,486,38,532,13,0,0,1.0,47.242649,-121.555784
2219431313,91,646144,3,2.63,1780,1394,386,1640,9,1,0,2.0,47.430092,-121.901633
7380662465,92,507200,3,1.7,2581,1885,696,2067,1,0,0,1.5,47.504511,-122.196564
7220934306,93,145308,7,2.39,1199,911,288,1275,1,0,0,3.0,47.193699,-122.318371
1755593187,94,582482,4,1.9,2108,1219,889,2027,6,3,0,2.0,47.668057,-122.131031
1077633091,95,1350245,3,2.16,4695,2469,2226,5346,7,0,0,1.0,47.792864,-121.852074
3121257357,96,685490,3,2.33,2587,2365,222,2358,6,0,0,2.5,47.732434,-122.103462
1768037679,97,540818,3,1.76,2418,2232,186,1910,3,0,0,2.5,47.601802,-121.692038
2323111039,98,285500,1,3.11,1136,995,141,685,6,0,0,1.0,47.191971,-121.560107
3330192559,99,371969,2,2.2,1168,1034,134,1100,10,0,0,2.0,47.74094,-122.263194
7828443293,100,371588,3,2.44,1836,1114,722,2095,3,0,0,3.0,47.127759,-122.331826
9499280101,101,326585,3,2.91,1457,807,650,988,6,0,0,1.0,47.408835,-122.086419
3090541618,102,284879,2,2.47,1964,1139,825,2330,1,0,0,2.0,47.248642,-121.844946
9186631943,103,112060,2,1.24,305,249,56,300,4,0,0,2.0,47.772701,-121.763743
6798542612,104,253155,2,2.58,1039,725,314,776,4,2,0,1.0,47.453847,-122.269043
8065665120,105,933521,5,2.2,2867,1456,1411,3348,8,0,0,1.0,47.294074,-122.258785
1988638203,106,64217,2,1.44,484,472,12,577,1,0,0,1.0,47.170247,-121.956138
3144019247,107,405514,2,2.91,935,575,360,578,12,0,0,1.0,47.37198,-122.143477
1187276799,108,541171,3,1.18,1280,642,638,1500,11,1,0,1.0,47.556354,-122.200822
5271561899,109,129417,3,1.56,495,342,153,375,7,0,0,1.0,47.625289,-121.978841
2200702509,110,573410,3,1.66,2100,1273,827,2187,4,0,0,2.0,47.732305,-121.665715
4794577925,111,389081,3,0.98,1871,1280,591,1438,2,0,0,1.0,47.772554,-121.986293
5093412388,112,86213,3,1.99,449,435,14,391,1,0,0,1.0,47.212895,-121.58964
3374107437,113,304987,4,1.47,1213,983,230,924,5,0,0,1.5,47.242558,-122.377017
3457977438,114,241570,2,2.18,1268,1043,225,1308,2,0,0,1.0,47.720467,-121.601922
1323609715,115,858240,3,3.38,2180,2053,127,2358,12,0,0,1.5,47.528509,-121.556308
1819956639,116,730424,6,1.97,2298,1279,1019,2387,9,0,0,2.0,47.349776,-121.596075
2695186921,117,452378,2,2.39,2408,1324,1084,2830,5,0,0,2.0,47.29379,-122.329487
9289359170,118,1018361,2,1.98,2785,2583,202,1910,10,0,0,1.0,47.236739,-122.272903
6835343510,119,671865,2,1.75,1677,971,706,1587,12,0,0,1.0,47.572717,-121.87715
6386591870,120,866321,1,2.58,3656,3169,487,4268,4,0,0,2.5,47.266583,-121.608344
6680312281,121,565237,2,1.25,2100,1269,831,1844,6,0,0,1.0,47.619658,-122.48858
4645008999,122,161139,1,2.8,1443,1064,379,1634,1,0,0,1.0,47.377059,-121.700399
1586784136,123,1612838,2,1.38,4204,2912,1292,2549,12,0,0,2.0,47.773133,-121.922804
2273501353,124,375724,3,3.08,943,520,423,1100,9,0,0,1.0,47.425978,-122.15432
3626431383,125,397759,1,1.71,1577,1317,260,994,7,0,0,1.0,47.759214,-121.788495
1350444347,126,528329,4,1.34,1681,1558,123,1067,5,0,0,1.0,47.317331,-121.984011
5317236102,127,336680,4,2.08,2024,1112,912,1652,3,0,0,1.5,47.257041,-122.326012
3696785955,128,383856,3,0.74,1121,760,361,1235,8,0,0,2.0,47.70185,-122.43411
1834400275,129,372667,7,1.14,1017,522,495,662,9,2,0,1.0,47.266229,-122.036831
1304688903,130,904021,4,2.38,2943,1818,1125,3405,7,3,0,1.0,47.226171,-121.92939
9708547726,131,217139,4,2.94,743,468,275,545,7,0,0,2.5,47.359451,-122.135032
7178199327,132,573567,2,1.53,3082,2800,282,1940,2,0,0,3.0,47.323922,-122.19411
6704372274,133,565803,4,3.02,1408,1233,175,1320,11,0,0,1.5,47.478534,-122.153204
1665898681,134,484151,6,1.67,1721,1576,145,1888,8,0,0,2.0,47.361126,-121.579139
4603191957,135,253175,2,2.15,1095,591,504,1295,3,0,0,3.0,47.550562,-122.473697
8990377017,136,349637,4,2.15,1303,738,565,967,7,0,0,1.0,47.718659,-122.10642
6369788720,137,835103,4,3.22,2714,1769,945,3010,7,2,0,1.5,47.336316,-121.756887
6597482766,138,385349,3,2.71,1127,982,145,772,10,1,0,2.0,47.180923,-122.265902
7601718762,139,135761,3,1.84,513,262,251,538,3,0,0,1.0,47.210725,-122.121834
4555670279,140,506594,2,3.95,1524,875,649,944,11,0,0,2.5,47.106703,-121.969893
2166267963,141,260841,2,1.95,948,709,239,789,7,0,0,2.0,47.172548,-121.553319
2963938918,142,291300,2,2.01,848,434,414,921,10,0,0,1.0,47.646008,-121.931736
1834855903,143,477168,3,2.27,996,549,447,674,10,0,0,2.5,47.718349,-121.704021
5164129137,144,937192,3,1.66,5381,3548,1833,5168,1,0,0,1.0,47.532944,-122.254435
5471350930,145,432114,5,3.11,1326,821,505,1455,9,0,0,3.0,47.579137,-122.119977
2712922743,146,211468,3,1.92,1107,753,354,801,1,0,0,1.0,47.484638,-122.363569
1791707097,147,894298,2,2.52,2459,2158,301,2659,11,1,0,2.0,47.732033,-121.911098
1347346749,148,655143,2,0.5,2051,1248,803,1607,7,0,0,1.0,47.425158,-121.721058
3957084555,149,527566,5,2.11,2969,2413,556,2497,1,0,0,1.0,47.327627,-122.254408
1249939584,150,1065269,3,1.73,3539,3328,211,3718,7,0,0,1.0,47.151785,-122.17494
9225780345,151,1368877,4,2.06,6464,4216,2248,7071,3,0,0,3.0,47.578407,-121.628968
2899888366,152,380342,1,1.07,949,497,452,741,11,0,0,1.0,47.705573,-122.495473
6324846175,153,577997,3,1.85,2664,2172,492,1950,3,0,0,1.0,47.452484,-121.908697
5698150005,154,168228,3,2.15,965,828,137,902,2,0,0,3.0,47.765075,-121.981604
3741351296,155,633249,1,1.71,1322,975,347,1250,13,0,0,1.5,47.392091,-121.846153
8430462300,156,836298,4,2.48,2033,1451,582,1327,13,1,0,2.0,47.377476,-122.045846
9794873794,157,492715,3,2.05,1549,1352,197,1456,6,3,0,1.0,47.146592,-122.22033
1516103253,158,415891,3,2.51,1832,1297,535,1798,4,1,0,1.5,47.423437,-122.034616
2468362012,159,257882,4,2.78,1329,667,662,875,3,0,0,2.0,47.319444,-122.209719
5689241307,160,262146,3,2.85,862,814,48,939,11,0,0,1.0,47.386333,-122.392101
1404401198,161,710586,1,1.69,2357,1476,881,2122,7,0,0,2.0,47.14986,-122.317462
2337509981,162,58556,6,1.68,729,586,143,700,1,0,0,1.0,47.434525,-122.089023
9501932989,163,925564,2,3.28,3504,2723,781,3193,6,0,0,1.0,47.729617,-122.011049
8573592537,164,395227,4,1.27,1439,1088,351,1279,8,0,0,1.0,47.309929,-121.812145
2995758845,165,849436,4,1.66,2730,1701,1029,2127,6,2,0,2.0,47.591081,-121.85109
8085724004,166,1778087,2,1.87,4749,4132,617,3891,11,0,0,1.0,47.464839,-122.059148
9796346105,167,682810,3,1.31,1671,1041,630,1716,9,4,0,1.0,47.105538,-121.788146
9371517173,168,278679,1,2.09,791,766,25,774,9,0,0,2.5,47.219422,-121.633149
4808263267,169,934175,3,2.97,3026,2360,666,2916,8,0,0,1.0,47.141421,-122.099352
6415496883,170,594972,4,0.5,1281,1133,148,1386,13,0,0,1.0,47.139058,-122.129691
9655667081,171,183984,2,1.59,729,635,94,672,3,0,0,1.0,47.158869,-121.501708
9304045714,172,468948,2,2.1,2621,2579,42,2046,1,0,0,2.0,47.182028,-122.136313
7446917215,173,575296,3,3.25,2143,1641,502,2049,7,0,0,2.0,47.21168,-121.658165
3316608503,174,381698,3,0.81,1644,867,777,1754,3,0,0,1.0,47.450777,-121.84083
3937602028,175,135784,4,2.7,907,493,414,1024,1,0,0,1.0,47.589863,-121.844762
4724591067,176,518787,4,1.87,3117,2115,1002,2793,2,0,0,1.0,47.267582,-121.919895
7757559970,177,817245,4,2.13,2784,1893,891,2267,6,0,0,2.5,47.388014,-121.616682
4484095420,178,512825,4,2.98,1456,886,570,1615,12,0,0,2.0,47.703427,-122.408226
3688390411,179,946155,2,1.89,3886,3741,145,3316,5,0,0,1.0,47.469729,-122.129636
3798105767,180,725282,3,1.97,2663,1961,702,3139,6,1,0,1.0,47.763804,-122.147321
6182669866,181,210014,3,2.11,978,930,48,840,8,0,0,1.5,47.102742,-122.470648
1921653259,182,248077,6,2.16,1117,589,528,1331,2,3,0,2.0,47.201531,-122.224432
5462312700,183,553005,3,1.13,1833,1235,598,1207,6,0,0,2.0,47.54806,-121.659714
3816307289,184,373065,6,2.13,1342,912,430,1082,6,0,0,1.5,47.372525,-122.407684
8222475721,185,779337,4,2.35,1705,884,821,1307,13,4,0,1.0,47.205223,-121.503385
6757938685,186,95297,4,0.71,806,663,143,964,6,0,0,2.5,47.360208,-121.912709
6414641778,187,233573,3,2.69,978,558,420,1090,6,0,0,1.5,47.252661,-121.775231
3130464646,188,550002,3,2.73,1548,1042,506,1614,13,0,0,1.0,47.164279,-121.593622
2496094321,189,586283,3,2.2,1726,1709,17,1985,13,0,0,1.0,47.148353,-122.192841
5022873162,190,434157,2,0.92,1682,1623,59,1933,5,0,0,1.0,47.113847,-121.978482
1168303991,191,188119,5,1.48,686,432,254,493,6,0,0,1.0,47.689854,-121.819872
5155726844,192,395252,4,0.5,1630,1071,559,1311,5,0,0,2.0,47.636138,-121.698808
3353521315,193,433250,4,1.71,2694,2074,620,1694,2,0,0,1.0,47.748095,-121.816654
7113761124,194,275706,3,1.27,1160,745,415,910,5,0,0,1.0,47.494647,-121.533411
3441776023,195,142253,2,1.95,973,839,134,1000,1,1,0,2.0,47.78934,-122.247437
4142403170,196,215305,4,2.8,1138,891,247,1169,2,0,0,2.5,47.279686,-121.528377
6368779760,197,385195,3,1.6,1220,898,322,1057,8,0,0,1.0,47.232144,-121.894636
7708166367,198,729324,5,2.33,3007,2942,65,2108,5,0,0,2.5,47.141192,-121.600585
2024765707,199,196016,4,1.93,692,421,271,434,4,0,0,2.5,47.241532,-122.338909
3919911094,200,334766,2,1.28,811,753,58,607,11,2,0,2.0,47.213482,-122.132672
4177883926,201,132900,3,3.13,421,363,58,273,2,0,0,1.0,47.330996,-122.282224
2023216482,202,777070,4,2.66,3005,1804,1201,3588,7,0,0,1.0,47.329823,-121.853544
2622333213,203,273516,3,1.11,1777,1052,725,1222,1,0,0,1.0,47.423161,-122.486643
3294919024,204,187116,3,2.36,703,554,149,764,1,0,0,1.0,47.399347,-122.354796
7427681363,205,370603,2,1.83,1297,700,597,1068,8,0,0,1.0,47.703337,-122.087804
6573300620,206,815206,2,2.41,1938,1434,504,1882,12,3,0,2.5,47.601069,-121.986709
1229717603,207,834810,4,0.93,2111,1411,700,1947,11,0,0,1.0,47.533996,-122.031585
4638452114,208,1037487,1,1.72,2718,2514,204,1722,11,0,0,1.0,47.730203,-121.539083
8201671902,209,293443,4,2.28,560,447,113,640,13,3,0,1.5,47.534361,-121.595278
9947638415,210,1081119,3,1.13,2797,2293,504,3189,11,0,0,1.0,47.449399,-121.703968
1393866308,211,64364,6,2.21,535,354,181,416,2,0,0,1.0,47.570633,-121.964813
3378136499,212,889648,7,1.73,2653,1613,1040,1804,11,0,0,2.0,47.642289,-121.948336
1487326758,213,622811,4,2.04,2478,1904,574,1637,5,0,0,1.0,47.654408,-122.228238
4998310068,214,1656835,3,2.82,6219,6047,172,6883,6,0,0,2.0,47.787039,-121.812895
9479331513,215,359449,3,4.17,1164,928,236,1105,8,0,0,2.0,47.327257,-121.862302
9829899385,216,273328,2,2.06,949,483,466,782,9,0,0,1.0,47.587853,-122.051044
4165543586,217,576590,2,1.85,1764,1732,32,1419,6,0,0,1.0,47.300923,-122.032839
9455295726,218,256213,3,3.54,1635,1499,136,1517,3,0,0,1.0,47.467009,-121.716553
8889699769,219,1375412,4,2.91,5594,5268,326,4269,5,0,0,3.0,47.430935,-121.812026
4601247461,220,108660,2,3.42,635,461,174,388,7,0,0,1.0,47.584523,-122.43843
1955958439,221,347693,3,2.19,961,911,50,815,5,0,0,2.0,47.317776,-122.377819
6998572936,222,216092,3,2.65,785,494,291,883,8,0,0,2.0,47.158934,-121.617324
9125635354,223,525757,5,2.04,1924,1733,191,2081,4,0,0,1.0,47.331454,-122.036929
5924630209,224,422446,2,2.05,1122,904,218,1286,8,0,0,2.0,47.581706,-121.983689
3204719132,225,701554,2,2.09,1923,1877,46,1920,11,0,0,1.0,47.235851,-121.74131
2001706917,226,420909,5,2.33,2178,1411,767,1371,1,0,0,1.0,47.379673,-121.800784
4781117269,227,552586,1,2.06,2060,1157,903,1812,5,0,0,2.5,47.651826,-122.177932
3542142764,228,338106,4,3.11,1428,1225,203,875,3,0,0,1.5,47.734708,-121.81947
8336582395,229,689114,3,2.46,2259,2243,16,2669,8,0,0,1.0,47.530499,-121.687342
2623444331,230,588671,3,2.16,1653,947,706,1667,10,0,0,1.0,47.759506,-121.559413
8323281574,231,405758,3,2.13,1128,621,507,687,7,0,0,1.0,47.225579,-121.977544
6713391122,232,194711,5,1.66,1097,784,313,1291,2,0,0,1.0,47.782153,-121.810618
2740329713,233,435395,2,1.13,1261,1084,177,1038,9,1,0,2.0,47.613299,-121.619642
8477425811,234,1240007,2,2.8,3602,2875,727,2483,10,0,0,1.0,47.199814,-121.90609
4533857662,235,590224,3,2.8,1509,1463,46,1564,13,2,0,2.0,47.680633,-121.658484
4196364710,236,666077,3,1.11,1575,1424,151,1089,12,2,0,2.0,47.3485,-121.761464
3925042050,237,300681,3,1.13,1411,1109,302,1034,7,0,0,1.0,47.441824,-122.145357
2020082523,238,390472,5,2.56,807,549,258,526,13,0,0,2.0,47.710621,-121.691809
7013911544,239,40726,5,1.74,553,507,46,564,2,0,0,2.0,47.32166,-122.122852
1356015512,240,681585,2,1.21,1829,1361,468,1330,12,0,0,2.5,47.46699,-122.079011
7169015412,241,201251,3,0.72,862,808,54,939,3,1,0,1.0,47.73287,-121.746529
8740000313,242,780640,2,1.63,1951,1561,390,1896,13,0,0,2.0,47.612431,-121.823301
2385927470,243,508604,5,2.1,1476,1259,217,1230,9,0,0,1.0,47.59932,-122.175476
1186404943,244,937715,3,1.77,2758,1443,1315,3263,9,0,0,1.0,47.125769,-122.401158
9266280148,245,862928,3,0.94,2384,2372,12,1712,12,0,0,1.0,47.178656,-121.534381
2086584483,246,757700,4,1.53,2170,1903,267,2293,10,0,0,1.0,47.622791,-121.872534
6008857134,247,156861,3,2.44,861,681,180,595,4,0,0,1.5,47.736751,-121.675818
1931188016,248,126985,2,3.27,419,320,99,307,2,0,0,2.5,47.728354,-122.486653
6559809166,249,955041,3,2.04,3140,2511,629,2125,6,1,0,1.5,47.234026,-122.349052
3993270325,250,557272,3,2.83,1552,811,741,1802,9,2,0,1.0,47.48351,-122.122863
6945101570,251,380910,4,2.58,1384,944,440,1224,10,0,0,2.0,47.330692,-122.46463
4930987466,252,378272,3,1.54,1283,698,585,1414,7,0,0,1.0,47.453086,-122.134651
6962567303,253,320855,2,2.75,2046,1202,844,1296,2,0,0,1.0,47.372447,-121.535668
6280210235,254,569659,3,2.9,3023,2014,1009,2873,2,0,0,1.0,47.71865,-122.01048
6437162011,255,462078,4,1.61,1062,888,174,924,12,0,0,1.5,47.507408,-122.361663
2116476131,256,138224,5,2.01,558,538,20,665,11,0,0,1.0,47.14479,-121.92608
5433763262,257,1791636,1,1.55,4308,4280,28,4634,13,0,0,3.0,47.711113,-121.746111
2201575112,258,630944,1,0.99,1869,1636,233,2161,8,1,0,2.0,47.335226,-121.833175
2766119412,259,440799,3,2.82,1936,1228,708,1712,5,0,0,1.0,47.444971,-121.918883
1572025740,260,20000,3,3.28,309,204,105,335,5,2,0,1.0,47.118149,-122.014956
5622245410,261,757551,2,1.95,1743,1139,604,1263,13,0,0,1.0,47.247779,-121.894657
5039553413,262,61855,3,1.57,451,414,37,460,2,0,0,2.5,47.166713,-122.379616
7084418418,263,307411,7,2.85,1236,1096,140,1461,5,0,0,1.0,47.697202,-121.855246
5650369033,264,461007,3,2.94,2248,1194,1054,2172,2,0,0,3.0,47.637866,-122.411313
7664019194,265,701986,3,1.31,1794,1340,454,1100,11,0,0,1.0,47.34217,-122.006778
1707957764,266,455810,4,2.11,2261,1856,405,1824,3,3,0,2.0,47.342059,-122.14958
4339776373,267,247698,2,3.58,1069,542,527,1023,4,0,0,1.0,47.285369,-121.86959
3063173777,268,172866,3,3.46,854,680,174,571,5,0,0,1.0,47.100956,-122.457605
2618081546,269,275871,3,1.26,1202,1166,36,1010,3,0,0,1.0,47.333647,-121.538735
4219414297,270,410033,3,0.89,1457,763,694,1268,5,0,0,1.0,47.536478,-122.102751
8856200506,271,238837,5,2.28,1047,613,434,1180,3,0,0,1.5,47.496087,-121.852735
1272781216,272,315463,2,2.57,1392,767,625,1311,3,0,0,2.0,47.732533,-122.334515
5453116008,273,216250,2,2.58,1492,1021,471,1385,1,0,0,1.0,47.240599,-121.736601
1058720660,274,447010,5,2.44,1732,1186,546,1418,6,0,0,1.5,47.279977,-121.540986
8265858011,275,1859292,2,2.23,5397,5277,120,4481,9,0,0,1.0,47.119629,-122.003719
3294999748,276,315177,3,1.66,827,744,83,775,11,0,0,2.0,47.696107,-122.091104
9216984322,277,725208,3,1.49,2256,1846,410,1574,8,0,0,1.0,47.413689,-121.659463
3513198102,278,580242,7,2.64,1507,1237,270,1327,10,2,0,1.0,47.422191,-122.490365
4118665268,279,1120182,3,1.44,4427,3688,739,4003,5,0,0,2.5,47.449638,-121.752659
4251638985,280,262746,3,0.67,881,515,366,891,9,0,0,1.0,47.79067,-121.83823
6917823058,281,254842,3,2.12,1292,874,418,1236,3,0,0,1.0,47.189835,-122.377103
2035451476,282,214328,7,2.23,1190,979,211,947,1,0,0,2.5,47.677754,-121.650495
6175630280,283,20000,4,3.54,431,222,209,395,1,0,0,1.5,47.162824,-121.675106
6374904320,284,556372,2,2.03,1482,1104,378,906,11,0,0,1.5,47.794288,-121.739875
1890035971,285,618068,4,0.94,1592,1461,131,1611,13,0,0,1.0,47.469042,-122.161312
9066896320,286,246477,4,2.98,1012,781,231,748,3,0,0,1.0,47.28089,-122.026702
4251286503,287,227127,4,1.96,422,393,29,464,13,0,0,1.0,47.264233,-122.155835
7434570489,288,679642,4,1.87,2527,2206,321,2613,4,0,0,1.5,47.675765,-122.394127
7340276661,289,921559,3,1.07,4143,3187,956,2882,2,0,0,2.0,47.43409,-122.250344
8865680642,290,1267786,3,2.41,3135,2158,977,2486,12,0,0,1.0,47.178928,-122.301358
9452382955,291,405882,4,2.13,1511,1250,261,1584,7,0,0,1.0,47.400959,-122.357599
1379710429,292,357146,2,2.06,1362,1019,343,1393,5,0,0,1.0,47.515925,-122.289155
8695799034,293,854923,2,2.75,3101,3092,9,2862,8,0,0,1.0,47.463489,-122.158612
